title,content,rating,version,votecount,votesum,time,page
太搞笑,看到回答用户反馈问题是那么制式不走心，恶心到我了。这软件很厉害吗？,1,5.1.4,0,0,2022-02-28T21:57:50-07:00,1
盗我图,请提高图片筛选！我的个人自拍被别人发到探探，朋友刷到我才知道！！！！！服了,1,5.1.4,0,0,2022-02-28T19:40:32-07:00,1
短信不断,下探探一开始的目的就是玩玩，肯定不想让媳妇知道。后来卸载不玩了，结果这货不定时的给我发短信说多少米某某又有谁喜欢我。我设置短信拦截，可结果是每次发信息的不是一个号，根本没法拦截。,1,5.1.4,0,0,2022-02-28T05:22:06-07:00,1
真的不行,注销了 还是要发短信骚扰 真的烦人,1,5.1.4,0,0,2022-02-28T03:48:20-07:00,1
垃圾软件，根本没客服。纯属骗钱的。,上面的女的几乎都是骗子。尤其是用好看照片的。几乎99%都是骗子。,1,5.1.4,0,0,2022-02-28T01:53:30-07:00,1
无缘无故封号,这垃圾app，我什么都没干就正常礼貌的聊天莫名其妙就给我封了，都不止封了一个号了，你们这垃圾玩意有什么用？号注册出来就是给你们封的？真的大无语，以后永远都不会再碰这个垃圾软件，好评都是刷的吧，一星我都不想给,1,5.1.4,0,0,2022-02-28T00:24:35-07:00,1
盗号,前几天无缘无故就被盗号 已经绑定手机号和真人认证了 我玩了好几年的 现在用手机号登陆已经是新号 问过客服 说登不上去的账号就无法追回 我服了 我该怎么办,5,5.1.3,0,0,2022-02-27T19:19:39-07:00,1
约饭约电影神器,发个动态点赞80-400不等都是文字,5,5.1.3,0,0,2022-02-27T02:35:03-07:00,1
想找个对象,探探用了很久了让我找到爱情吧,5,5.1.3,0,0,2022-02-26T22:55:35-07:00,1
在也不会玩探探了！,我就想说探探是什么意思？无缘无故就说我违反协议永久封我号我那个号 我新注册一个号刚充的VIP就又给我封了 简直就是莫名其妙 里面那些骚扰女生的人不封 封我干什么呀！,1,5.1.3,0,0,2022-02-26T18:10:31-07:00,1
功能还可以，就这立体图标俗不可耐,功能还可以，就这立体桌面图标俗不可耐，丑不堪睹！下次升级能把桌面图标变成简约、时尚、轻薄、大气的图标，就更完美了！,3,5.1.3,0,0,2022-02-24T17:18:39-07:00,1
挺好的软件,好用,5,5.1.3,0,0,2022-02-24T05:22:31-07:00,1
号码被盗，会员没法取消，账号永久封禁，,这是什么意思？,1,5.1.3,1,1,2022-02-23T23:54:38-07:00,1
自从卸载以后每天短信问候你,那我也只有每天来点个1星了,1,5.1.3,0,0,2022-02-23T23:48:44-07:00,1
