title,content,rating,version,votecount,votesum,time,page
.,好多下头男 真无语 骗子 谁下载谁倒霉,1,4.19.0,0,0,2022-02-23T21:47:25-07:00,3
恶心,"两次莫名其妙封禁我   
我甚至都没有和别人聊天",1,4.19.0,0,0,2022-02-23T21:30:34-07:00,3
几年的老用户，玩吐了要！！！,明明几句简短的聊天话语，随随便便就封人，矫枉过正了好吗？一句确系违规，一点证据都没有，我保证我没说过露骨的话，你知道随意封人会给玩家的形象造成多恶劣的影响吗？你好歹拿出点证据，封人封的心服口服好吗？你们的审核人员都是吃shi的吗？,1,4.19.0,1,1,2022-02-23T19:23:26-07:00,3
骗人的,这款软件我用了一千多天了，没有一个人和我聊过天，打招呼就石沉大海，马上快两千天了，从来没有和女的聊过天,1,4.19.0,1,0,2022-02-23T19:09:38-07:00,3
老有人登陆我账号,每个月都有人试图登我账号，我都点注销了还没有成功，好无语，今天有有短信发过来,1,4.19.0,0,0,2022-02-23T17:11:34-07:00,3
漏！,验证码明明对的非得说是错的，输了好几遍直接不让我登录了？救命啊我真服气了,1,4.19.0,0,0,2022-02-23T15:58:29-07:00,3
无故封人,7月开始准备考研，卸载至今，下载回来就发现账号封禁，不给理由不给封禁时间，让我申诉，请问我连理由都不知道如何申诉。人工客服说有官方通知信息，我账号都无法登陆，请问如何查看通知。大天才设计的封禁申诉流程，这边建议换岗呢。,1,4.19.0,0,0,2022-02-23T13:03:09-07:00,3
关于禁言,我真的很无语，明明是不认识的人来自己的评论区底下侮辱我和我开黄腔，我私聊骂回去了，为什么只封我还封了两次，真的很失望,1,4.19.0,0,0,2022-02-23T09:24:56-07:00,3
男女差别真的好大，能留下的都是真的是神奇人了,"注册时间也不短了，断断续续，三年多了，怎么变成这样了。动不动就封号，根本就不看内容，反正就是封号。刚开始的时候，申诉很快，现在要等一个工作日。
再见了",1,4.19.0,0,0,2022-02-23T08:24:02-07:00,3
气不过来评论了,"1300+老用户 因为在私聊被别人平白无故骂了一句 我回骂一句 被举报以后封号了 找客服没有解决结果 
已经卸载三个月了 这辈子不会再用 呵呵",1,4.19.0,0,0,2022-02-23T06:02:52-07:00,3
登陆问题,很久以前我就用QQ登陆的，超，弄着弄着换了个手机再登陆的时候就没有QQ界面了真的神奇，官方还得是你们6666,1,4.19.0,0,0,2022-02-23T05:26:40-07:00,3
太差劲啦,正常聊天都限制。干脆不让人聊天好了。鸡肋产品。,1,4.19.0,0,0,2022-02-23T02:11:17-07:00,3
